EXT_SOURCE_2,EXT_SOURCE_3,DAYS_BIRTH,PREV_NAME_CONTRACT_STATUS_Refused_MEAN,BURO_CREDIT_ACTIVE_Closed_MEAN,BURO_DAYS_CREDIT_MIN,DAYS_EMPLOYED,REGION_RATING_CLIENT,PREV_NAME_PRODUCT_TYPE_walkin_MEAN,DAYS_EMPLOYED_PERC,NAME_INCOME_TYPE_Working,NAME_EDUCATION_TYPE_Highereducation,DAYS_LAST_PHONE_CHANGE,CODE_GENDER,BURO_DAYS_CREDIT_MAX,DAYS_ID_PUBLISH,REG_CITY_NOT_WORK_CITY,NAME_EDUCATION_TYPE_Secondarysecondaryspecial,CLOSED_DAYS_CREDIT_MAX,BURO_CREDIT_ACTIVE_Active_MEAN,NAME_INCOME_TYPE_Pensioner,FLAG_EMP_PHONE,REG_CITY_NOT_LIVE_CITY,FLAG_DOCUMENT_3,ACTIVE_DAYS_CREDIT_MAX,OCCUPATION_TYPE_Laborers,BURO_DAYS_CREDIT_VAR,DAYS_REGISTRATION,CLOSED_DAYS_CREDIT_VAR,PREV_NAME_CONTRACT_STATUS_Approved_MEAN,TARGET,SK_ID_CURR,CNT_CHILDREN,AMT_INCOME_TOTAL,AMT_CREDIT,AMT_ANNUITY,AMT_GOODS_PRICE,NAME_FAMILY_STATUS_Civil marriage,NAME_FAMILY_STATUS_Married,NAME_FAMILY_STATUS_Separated,NAME_FAMILY_STATUS_Single / not married,NAME_FAMILY_STATUS_Unknown,NAME_FAMILY_STATUS_Widow
0.5608460575851887,0.5352762504724826,-48.93150684931507,0.25,0.75,2845.0,1772.0,2,0.0,0.09921612541993281,1,0,1002.0,0,83.0,1421.0,0,1,796.0,0.25,0,1,0,0,83.0,0,1414422.0,5256.0,1058187.0,0.75,0,247416,2,135000.0,270000.0,13500.0,13500.0,0.0,1.0,0.0,0.0,0.0,0.0
0.5712502464772474,0.4188542886233217,-45.087671232876716,0.07692307692307693,0.7142857142857143,1914.0,5197.0,2,0.0,0.31579267181138726,1,0,1889.0,0,121.0,20.0,0,1,283.0,0.2857142857142857,0,1,0,1,121.0,0,504885.28571428574,1851.0,350164.8,0.6923076923076923,0,369423,0,108000.0,677664.0,29979.0,29979.0,0.0,1.0,0.0,0.0,0.0,0.0
0.6339374947721279,0.445396241560834,-28.86027397260274,0.0,0.6666666666666666,2740.0,2584.0,2,0.0,0.24530093032086578,1,0,4.0,0,617.0,3226.0,1,1,617.0,0.3333333333333333,0,1,0,1,710.0,1,1006095.1,656.0,1200034.9166666667,0.0,0,261333,0,72000.0,364032.0,10561.5,10561.5,0.0,1.0,0.0,0.0,0.0,0.0
0.7553004706481857,0.5531646987710016,-37.515068493150686,0.0,0.4,1412.0,2813.0,2,0.0,0.20543343314102097,1,1,1720.0,0,40.0,3981.0,0,0,1211.0,0.6,0,1,0,1,40.0,0,296439.8,3711.0,20200.5,1.0,0,228476,0,261000.0,621000.0,24192.0,24192.0,0.0,1.0,0.0,0.0,0.0,0.0
0.6397785962697066,0.475849908720221,-61.8054794520548,0.0,0.25,602.0,1648.0,2,0.0,0.11873272799052507,0,0,728.0,1,183.0,4152.0,0,1,602.0,0.75,1,0,0,0,183.0,0,43480.25,4124.0,0.0,0.6666666666666666,0,144367,0,76500.0,540000.0,15916.5,15916.5,0.0,0.0,0.0,0.0,0.0,1.0
0.514053569525058,0.5352762504724826,-51.553424657534244,0.0,0.0,0.0,2069.0,2,0.0,0.10995376521230801,0,1,521.0,0,0.0,2367.0,1,0,0.0,0.0,0,1,0,1,0.0,0,0.0,4.0,0.0,0.6666666666666666,0,142097,0,135000.0,450000.0,28890.0,28890.0,1.0,0.0,0.0,0.0,0.0,0.0
0.4771497870059229,0.7062051096536562,-53.13972602739726,0.0,1.0,957.0,3794.0,2,0.0,0.19560734171994226,0,0,740.0,1,957.0,2684.0,0,1,957.0,0.0,0,1,0,1,0.0,0,0.0,3632.0,0.0,0.8,1,396017,0,225000.0,1024290.0,30078.0,30078.0,0.0,1.0,0.0,0.0,0.0,0.0
0.3816411598795493,0.5352762504724826,-37.92054794520548,0.0,0.0,0.0,1121.0,1,0.0,0.08099125785709126,0,0,-0.0,1,0.0,4637.0,0,1,0.0,0.0,0,1,0,1,0.0,0,0.0,7917.0,0.0,1.0,0,245046,0,202500.0,1024740.0,52452.0,52452.0,0.0,1.0,0.0,0.0,0.0,0.0
0.4661970403015694,0.5352762504724826,-30.293150684931508,0.0,0.0,0.0,3601.0,2,0.0,0.32567604232612823,1,1,854.0,0,0.0,2419.0,0,0,0.0,0.0,0,1,0,1,0.0,0,0.0,5929.0,0.0,1.0,0,296362,2,112500.0,284400.0,13387.5,13387.5,1.0,0.0,0.0,0.0,0.0,0.0
0.5006579106258795,0.3154721549257734,-43.42739726027397,0.5,0.0,1298.0,858.0,2,0.25,0.05412907702984039,1,0,683.0,0,1298.0,4013.0,0,1,0.0,1.0,0,1,0,0,1298.0,0,0.0,7906.0,0.0,0.5,1,382420,0,166500.0,506889.0,23629.5,23629.5,0.0,0.0,1.0,0.0,0.0,0.0
0.7455665999974551,0.326475210066026,-46.295890410958904,0.2857142857142857,0.3333333333333333,581.0,2934.0,3,0.5714285714285714,0.17363001538643627,0,0,1610.0,0,346.0,429.0,1,1,346.0,0.6666666666666666,0,1,0,1,349.0,1,18176.333333333332,8865.0,0.0,0.7142857142857143,0,404796,0,135000.0,592560.0,32143.5,32143.5,0.0,1.0,0.0,0.0,0.0,0.0
0.5840588623812155,0.4276573700350293,-41.42739726027397,0.0,0.4,1249.0,1381.0,2,0.0,0.0913299384961312,0,0,263.0,0,282.0,4672.0,0,1,472.0,0.6,0,1,0,0,282.0,0,192388.2,8935.0,22050.0,1.0,0,103929,0,157500.0,675000.0,33750.0,33750.0,0.0,1.0,0.0,0.0,0.0,0.0
0.7439245820500041,0.7958031328748403,-59.342465753424655,0.0,0.6,2565.0,1648.0,2,0.0,0.11873272799052507,0,0,2171.0,1,697.0,4479.0,0,1,1418.0,0.4,1,0,0,0,697.0,0,527770.0,10673.0,335482.3333333333,1.0,0,244490,0,112500.0,191880.0,17883.0,17883.0,0.0,0.0,1.0,0.0,0.0,0.0
0.639607230519856,0.520897599048938,-53.31780821917808,0.6666666666666666,0.5555555555555556,2751.0,2791.0,2,0.0,0.14341503519860233,1,0,6.0,1,124.0,3008.0,0,1,675.0,0.4444444444444444,0,1,0,0,124.0,0,1088620.5277777778,2953.0,1025885.7,0.3333333333333333,0,145123,0,112500.0,270000.0,13500.0,13500.0,0.0,1.0,0.0,0.0,0.0,0.0
0.6290778282937192,0.656158373001177,-43.726027397260275,0.7,0.8,2540.0,801.0,2,0.2,0.05018796992481203,0,0,3291.0,0,959.0,4094.0,0,1,959.0,0.2,0,1,0,1,1252.0,0,448868.9,3887.0,438948.2678571428,0.3,0,405662,2,225000.0,1102500.0,29083.5,29083.5,1.0,0.0,0.0,0.0,0.0,0.0
0.7381378282375637,0.2263473957097693,-35.4027397260274,0.3333333333333333,0.2,1292.0,1367.0,2,0.0,0.10578857761956353,0,0,498.0,1,488.0,5175.0,0,1,1292.0,0.8,0,1,0,1,488.0,0,114521.29999999999,1503.0,0.0,0.6666666666666666,0,311111,1,112500.0,225000.0,16371.0,16371.0,0.0,1.0,0.0,0.0,0.0,0.0
0.732434535592957,0.4794489811780563,-39.989041095890414,0.1111111111111111,0.6153846153846154,2788.0,6414.0,2,0.1111111111111111,0.43943546177034803,1,1,2276.0,0,252.0,5307.0,0,0,570.0,0.38461538461538464,0,1,0,1,252.0,0,603919.0,8637.0,605220.0,0.8888888888888888,0,139162,1,157500.0,301464.0,20277.0,20277.0,0.0,1.0,0.0,0.0,0.0,0.0
0.2556161560213347,0.5352762504724826,-25.28767123287671,0.0,0.0,0.0,943.0,2,0.0,0.10216684723726978,1,0,844.0,0,0.0,1908.0,1,1,0.0,0.0,0,1,1,1,0.0,0,0.0,4247.0,0.0,1.0,0,420392,0,72000.0,47970.0,5296.5,5296.5,0.0,1.0,0.0,0.0,0.0,0.0
0.7044699966542355,0.646329897706246,-40.30958904109589,0.0,1.0,2828.0,2815.0,2,0.0,0.19132739753959083,0,0,2941.0,0,2828.0,3766.0,0,1,2828.0,0.0,0,1,0,0,0.0,0,0.0,4874.0,0.0,1.0,0,334973,2,180000.0,760225.5,30280.5,30280.5,0.0,1.0,0.0,0.0,0.0,0.0
0.521653638240409,0.475849908720221,-57.16986301369863,0.25,0.45454545454545453,2781.0,1648.0,2,0.0,0.11873272799052507,0,0,621.0,1,79.0,4126.0,0,1,488.0,0.5454545454545454,1,0,0,1,79.0,0,860292.9636363635,2355.0,933274.3000000002,0.5,0,142234,0,180000.0,276277.5,11835.0,11835.0,0.0,1.0,0.0,0.0,0.0,0.0
0.6461587882279893,0.1359510441732951,-35.66575342465753,0.6,0.7,2712.0,2745.0,2,0.4,0.21086188354585958,1,1,1978.0,1,88.0,1963.0,0,0,1022.0,0.3,0,1,0,1,88.0,0,955713.9999999998,5904.0,319658.33333333343,0.4,0,317412,0,60750.0,545040.0,20547.0,20547.0,0.0,1.0,0.0,0.0,0.0,0.0
0.5500255202040473,0.5352762504724826,-23.4027397260274,0.0,0.0,0.0,663.0,2,0.0,0.07761648325918989,1,1,272.0,1,0.0,673.0,0,0,0.0,0.0,0,1,0,1,0.0,0,0.0,434.0,0.0,1.0,0,159537,1,112500.0,90000.0,7065.0,7065.0,1.0,0.0,0.0,0.0,0.0,0.0
0.6058607906653767,0.4974688893052743,-64.1041095890411,0.0,1.0,2652.0,3088.0,2,0.0,0.13197709205915034,0,0,542.0,1,722.0,4775.0,0,1,722.0,0.0,0,1,0,0,0.0,0,1862450.0,2582.0,1862450.0,0.0,0,278154,0,76500.0,225000.0,12681.0,12681.0,0.0,0.0,0.0,1.0,0.0,0.0
0.6040212143609937,0.5352762504724826,-54.12328767123287,0.0,1.0,1471.0,4794.0,2,0.0,0.24267274107820805,0,0,2836.0,1,1471.0,3225.0,1,1,1471.0,0.0,0,1,0,1,0.0,0,0.0,9843.0,0.0,1.0,0,291660,0,180000.0,239850.0,23494.5,23494.5,0.0,1.0,0.0,0.0,0.0,0.0
0.2045029374962982,0.5352762504724826,-24.92054794520548,0.14285714285714285,0.0,0.0,777.0,3,0.0,0.0854221635883905,1,1,-0.0,1,0.0,1742.0,1,0,0.0,0.0,0,1,1,0,0.0,0,0.0,1681.0,0.0,0.7142857142857143,1,211842,0,157500.0,923454.0,35910.0,35910.0,0.0,0.0,0.0,1.0,0.0,0.0
0.6904818313733658,0.5352762504724826,-33.00821917808219,0.0,1.0,1955.0,406.0,2,0.0,0.033698539176626824,0,1,-0.0,1,363.0,26.0,0,0,363.0,0.0,0,1,0,1,0.0,0,508385.5833333333,6193.0,508385.5833333333,1.0,0,415317,0,135000.0,247500.0,12375.0,12375.0,0.0,0.0,0.0,1.0,0.0,0.0
0.7144131525900358,0.2567055724393002,-46.07945205479452,0.0,0.5,2726.0,5318.0,2,0.3333333333333333,0.3161900231880611,1,0,1768.0,1,617.0,363.0,1,1,1616.0,0.5,0,1,0,1,617.0,0,661885.1742424242,8686.0,229237.86666666664,1.0,0,331882,0,135000.0,279000.0,14373.0,14373.0,0.0,1.0,0.0,0.0,0.0,0.0
0.6917562348745482,0.5352762504724826,-50.057534246575344,0.0,1.0,2704.0,2794.0,2,0.0,0.15291992775436483,1,0,1364.0,1,2704.0,1819.0,0,0,2704.0,0.0,0,1,0,1,0.0,0,0.0,7181.0,0.0,0.8,0,226526,0,112500.0,942300.0,27679.5,27679.5,1.0,0.0,0.0,0.0,0.0,0.0
